step,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,tau_meas_0,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_no_contact_0,tau_no_contact_1,tau_no_contact_2,tau_no_contact_3,tau_no_contact_4,tau_no_contact_5,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,F_ee_x,F_ee_y,F_ee_z
486,-4.6215393826759806e-08,0.7180514149272741,-0.03976889148613126,-3.1399091777259343,0.8943534658390487,0.0016766401189342067,-1.4116813222712367e-07,1.0260534498429674e-08,-7.1152800032101e-08,2.9499382947813908e-05,1.241104565424811e-06,1.8808615811437542e-05,-7.44693641819174e-08,4.226087090275499e-06,7.4323520296570855e-06,-1.2927759982504262e-06,-0.00024198903617517198,-2.9436017701784355e-07,-0.37831853923305203,-20.872115808650328,-21.572806230244417,-0.0834740329427396,-4.199565496494226,-0.012840230264174619,-6.099577746167461e-07,-49.433974782827704,-38.963820767282726,1.3478668209648186e-06,9.979667623184609e-05,1.7759186307268836e-09,0.3783179292752774,-28.561858974177376,-17.39101453703831,0.08347538080956056,4.199665293170458,0.01284023204009325,-10.89769474359835,0.21680960426749962,20.809226835368598
487,-4.680488724861209e-08,0.7180514150433959,-0.039768891653567374,-3.1399090548342827,0.8943534668091192,0.0016767184830563347,-1.4147842124454832e-07,2.786923070791092e-08,-4.018466657519648e-08,2.949399638115453e-05,2.328169146949277e-07,1.8807389310699968e-05,-3.411226603788995e-07,1.6682157788494578e-05,-1.6416606093277997e-05,-1.2014759223840938e-05,-0.0008929875236629581,-6.225132070858592e-06,-0.38055356645462657,-20.872007109875135,-21.572816063399678,-0.08393883261554662,-4.199591028688276,-0.012899917722374898,-2.8360580203484033e-06,-49.43406911782239,-38.96395243581346,1.2016804607577122e-06,9.182630044233961e-05,1.7511427585751128e-09,0.3805507303966062,-28.562062007947254,-17.391136372413783,0.08394003429600738,4.199682854988718,0.012899919473517657,-10.897770475615346,0.21808752073262383,20.80937321763577
488,-4.7400302938873737e-08,0.7180514154491384,-0.03976889210601401,-3.139908932151221,0.8943534522759341,0.0016767967391032531,-1.4289976566279374e-07,9.7378221493305e-08,-1.085871919638548e-07,2.9443934884388527e-05,-3.487964433900731e-06,1.8781451260404724e-05,3.8959276356522143e-07,-2.0172811865948326e-05,1.5184191780592826e-05,1.4420742043340742e-05,0.0010776735567780138,8.026725340037986e-06,-0.38277918141924894,-20.872065443297327,-21.572894462839717,-0.08440327113556367,-4.199581812114948,-0.012959593962224554,3.2497684335575175e-06,-49.434113333218946,-38.96392090943022,1.5921717338555923e-06,0.00011500277202325741,1.7702539970447535e-09,0.3827824311876825,-28.56204788992162,-17.391026446590505,0.08440486330729753,4.1996968148869716,0.012959595732478551,-10.897908975257874,0.21936481693397525,20.809420655280586
489,-4.798895486587904e-08,0.7180514155046586,-0.0397688922948462,-3.1399088092177987,0.8943534564523593,0.001676875134503042,-1.4127646248127198e-07,1.3324838718520304e-08,-4.531972621138469e-08,2.9504021309569114e-05,1.0023420526743265e-06,1.881489594932155e-05,-4.0295752655240024e-07,1.989018620807137e-05,-1.5965121354932776e-05,-1.4006437067320217e-05,-0.0010644877328594426,-7.2731080316511395e-06,-0.3849838569596255,-20.872022734315305,-21.572722528631846,-0.08486669747853431,-4.199531344008797,-0.01301914396580799,-3.349478065755348e-06,-49.4340386518415,-38.96392567352999,1.1871234513632434e-06,8.98843192345488e-05,1.7540466411645105e-09,0.38498050748155976,-28.562015917526193,-17.391203144898146,0.08486788460198567,4.199621228328032,0.01301914571985463,-10.897604697759371,0.22062299632163374,20.809277472437998
490,-4.8584602583275874e-08,0.7180514159054945,-0.03976889276085064,-3.139908686527544,0.8943534421480948,0.0016769534036335941,-1.4295545217524031e-07,9.620061458548435e-08,-1.1184106519027126e-07,2.9445661155121946e-05,-3.4330235009066845e-06,1.8784591332523002e-05,3.9316802946451484e-07,-2.0069858351901004e-05,1.5348536142045788e-05,1.456178599983294e-05,0.001072638823823302,8.115493316461194e-06,-0.38721737619981283,-20.871964141121477,-21.57276236753392,-0.08533149569449183,-4.199549000474781,-0.013078859921705955,3.2791163340558866e-06,-49.43411111838344,-38.963918665306124,1.6086575636408125e-06,0.00011494855965460407,1.7705022904221129e-09,0.3872206553161469,-28.562146977261964,-17.391156297772206,0.08533310435205547,4.199663949034436,0.013078861692208245,-10.89783569774656,0.22190509386055268,20.809445802537617
491,-4.917342446682784e-08,0.7180514159578953,-0.039768892960387436,-3.13990856358448,0.894353446466032,0.0016770318136581275,-1.413172520524715e-07,1.2576204785896827e-08,-4.788883126508048e-08,2.9506335263454584e-05,1.0363049316904072e-06,1.8818405888008257e-05,-3.8565353715257e-07,1.888320866005877e-05,-1.4270249603653973e-05,-1.3332779409812204e-05,-0.0010115723390843878,-6.910615131185843e-06,-0.3894217860409639,-20.87194476288617,-21.57260676131554,-0.08579491721833818,-4.199495608515261,-0.013138426962872507,-3.2048041401103743e-06,-49.43403297866706,-38.96391717875969,1.2115363168960253e-06,9.052552283648367e-05,1.7554653075787124e-09,0.38941858123682377,-28.562088215780893,-17.391310417444146,0.08579612875465507,4.199586134038097,0.013138428718337815,-10.89753034269398,0.22316318793199486,20.809286819833478
492,-4.97689417242887e-08,0.7180514163381296,-0.039768893407671625,-3.1399084408728886,0.8943534332219494,0.0016771101037067037,-1.429241417906072e-07,9.125624086947504e-08,-1.073482046136387e-07,2.94507820159137e-05,-3.178579814494542e-06,1.8789611658294983e-05,3.7401246018834966e-07,-1.88403456352626e-05,1.5046281502811842e-05,1.3936824153497384e-05,0.0010060022061678109,7.796562925624102e-06,-0.3916557723143007,-20.871886507010196,-21.57264727978573,-0.08625974532632892,-4.199513202160268,-0.01319816132112559,3.1195380125952314e-06,-49.43410342277037,-38.96391281547778,1.613979286987711e-06,0.00011418187172882259,1.7710685317271161e-09,0.3916588918523133,-28.562216915760175,-17.391265535692046,0.0862613593056159,4.199627384031997,0.013198163092194121,-10.897755412934892,0.22444537801679232,20.809451374515874
493,-5.035796570987129e-08,0.7180514163912747,-0.039768893593735644,-3.139908317919338,0.8943534374431829,0.001677188529112275,-1.4136575653982242e-07,1.2754800722547532e-08,-4.4655365018589355e-08,2.9508852116553272e-05,1.0130960445380033e-06,1.882209733715175e-05,-4.421141616033259e-07,2.1321120419193207e-05,-1.779359435627459e-05,-1.5497438009543624e-05,-0.0011394395009797775,-8.107966256130374e-06,-0.3938617097906643,-20.87187307392668,-21.572508427761594,-0.08672325293261032,-4.199462672517692,-0.013257753774316868,-3.6750563489315938e-06,-49.434041947804474,-38.96393241945851,1.1951969998425367e-06,8.898655400879837e-05,1.751930496899158e-09,0.3938580347343154,-28.562168873877795,-17.391423991696914,0.08672444812961017,4.199551659071701,0.013257755526247365,-10.89745731593386,0.22570416394846404,20.80930148472144
494,-5.095466528853728e-08,0.7180514168145781,-0.039768894088716235,-3.1399081952348404,0.8943534218824806,0.0016772668137545435,-1.4320789887983628e-07,1.015928024691859e-07,-1.1879534150306681e-07,2.9444279458180173e-05,-3.7345685428777364e-06,1.8788314144417873e-05,4.34386410603373e-07,-2.1625833958593965e-05,1.604747067021628e-05,1.600357735182309e-05,0.0011584415629237177,8.908559216628913e-06,-0.3960958504443543,-20.87182263872357,-21.572554540719388,-0.08718810757935182,-4.1994791925479,-0.013317506847377399,3.621172078997655e-06,-49.43411825925969,-38.96392314188768,1.658563818770965e-06,0.00011594053894497959,1.7707082629594825e-09,0.3960994716164333,-28.56229562053612,-17.391368601168296,0.08718976614317059,4.199595133086844,0.013317508618085661,-10.897695227839481,0.22698699499333586,20.809470135577687
495,-5.154382343646362e-08,0.7180514168624329,-0.0397688943050949,-3.139908072272503,0.894353426433611,0.0016773452530592984,-1.4139795550232222e-07,1.1485160975044373e-08,-5.1930880377165645e-08,2.9510961030479436e-05,1.092271302637754e-06,1.8825433141153827e-05,-3.666115709061032e-07,1.7632859993788053e-05,-1.2053403502798599e-05,-1.25476739838896e-05,-0.0009450571671282271,-6.4908391584212995e-06,-0.39829848984236793,-20.871797866634907,-21.572380709443507,-0.08765146551836168,-4.199421847412536,-0.013377094423940817,-3.044999869122597e-06,-49.43402500003585,-38.96390558249872,1.2522444183949133e-06,9.133312159038922e-05,1.7574310280098715e-09,0.3982954448424988,-28.562227133400945,-17.39152487305521,0.08765271776278008,4.199513180534126,0.013377096181371846,-10.897374213620882,0.22824397968209098,20.80929917616936
496,-5.213934636860708e-08,0.7180514172164137,-0.03976889473073405,-3.139907949528007,0.894353414577499,0.0016774235796758734,-1.42925503714431e-07,8.495541094916126e-08,-1.021533949721598e-07,2.9458679055546563e-05,-2.845466893729859e-06,1.879838797799374e-05,3.518692191960693e-07,-1.727249114902296e-05,1.4782040658189999e-05,1.322715897228026e-05,0.0009202209304717823,7.442899397505989e-06,-0.4005337344264059,-20.87173220528028,-21.5724188729675,-0.08811637047226735,-4.199440880033745,-0.01343686537595522,2.9348557226379794e-06,-49.43409262974258,-38.963904264243055,1.6325478989756832e-06,0.00011319692413503654,1.7720275504174274e-09,0.4005366692821285,-28.562360424462298,-17.391485391275555,0.08811800302016633,4.19955407695788,0.01343686714798277,-10.897597128923902,0.2295266893863399,20.809465468579432
497,-5.2728760460139496e-08,0.718051417270525,-0.039768894899740545,-3.1399078265538725,0.8943534186974447,0.001677502035509452,-1.414593819677807e-07,1.2986697828232252e-08,-4.0561558896368144e-08,2.9513792217931064e-05,9.887869832359009e-07,1.882940005881668e-05,-5.270179325125134e-07,2.4775508904451016e-05,-2.2684345769713454e-05,-1.876296453493068e-05,-0.0013204686270160138,-9.923952000369819e-06,-0.4027417668309955,-20.87172647869029,-21.57230179400916,-0.0885800038731775,-4.199393983038118,-0.013496503151548064,-4.381888106563957e-06,-49.43405381999641,-38.96395307946553,1.1778785982219496e-06,8.680952893337987e-05,1.746691218148693e-09,0.4027373849428889,-28.562327341306116,-17.391651285456373,0.08858118175177573,4.199480792567051,0.013496504898239283,-10.897307103976724,0.2307863696269159,20.809327425188773
498,-5.3327324168555813e-08,0.7180514177547667,-0.039768895462572486,-3.139907703905484,0.8943533998925879,0.001677580319052197,-1.4365529001991617e-07,1.1621798493011148e-07,-1.350796662701742e-07,2.943561319903552e-05,-4.513165629330823e-06,1.878805025881514e-05,5.255636349021495e-07,-2.5543107249337282e-05,1.7547398237366396e-05,1.9121720839706537e-05,0.0013724839519033138,1.0598886815838112e-05,-0.40497636611758087,-20.871686481601127,-21.572355728011342,-0.08904491395727203,-4.199409066469235,-0.01355629319672484,4.378158069802111e-06,-49.43413837694622,-38.963936829862035,1.7328329574864256e-06,0.00011841145145959704,1.7703911338153735e-09,0.4049807442756507,-28.562451895345095,-17.391581101850694,0.08904664679022951,4.199527477920694,0.013556294967115974,-10.897563768934269,0.2320702946730293,20.80950243044346
499,-5.391676350831063e-08,0.7180514177955516,-0.0397688957207621,-3.1399075809251213,0.8943534049155775,0.0016776587866033936,-1.4146544154115722e-07,9.788371391206141e-09,-6.196550694781422e-08,2.951528703586763e-05,1.2055175035996513e-06,1.8832212287214465e-05,-2.6321421810142287e-07,1.26323849081178e-05,-4.17177124387158e-06,-8.494970873249475e-06,-0.000682392492846462,-4.265182038712921e-06,-0.40717419754313733,-20.871645649663947,-21.57213252210432,-0.08950805975728691,-4.199342034475039,-0.01361588245078782,-2.182196717375924e-06,-49.43400122575907,-38.963868309675824,1.3397286988851342e-06,9.450602024755197e-05,1.765214432395906e-09,0.40717201534641995,-28.562355576095122,-17.391735787571506,0.0895093994859858,4.199436540495287,0.013615884216002253,-10.897209490746745,0.23332460736068228,20.8093019403581
500,-5.451077253935194e-08,0.7180514180556488,-0.039768896051378295,-3.139907458092241,0.8943533980914752,0.001677737180106291,-1.4256216744991314e-07,6.242330850836364e-08,-7.934788713061247e-08,2.9479891323895757e-05,-1.6377845499272736e-06,1.8814440695386494e-05,2.0937727463327275e-07,-1.0066646436435178e-05,1.1236556062277359e-05,8.332504031671923e-06,0.000529634683109903,4.832323292771972e-06,-0.4094112983011493,-20.871559006147052,-21.572160198544715,-0.08997305720386105,-4.199364580772711,-0.013675690031640802,1.7497268268147689e-06,-49.43406221627346,-38.96388630365448,1.5905126000490083e-06,0.00010866430449237291,1.7721570261924122e-09,0.4094130480279761,-28.56250321012641,-17.39172610510977,0.0899746477164611,4.199473245077203,0.013675691803797829,-10.897406957328869,0.23460720732814266,20.80946608100604
501,-5.5101146548264196e-08,0.7180514181409777,-0.03976889618691539,-3.139907335114699,0.8943534004624195,0.0016778156575036902,-1.4168976213894117e-07,2.0478948356550397e-08,-3.2528903537790144e-08,2.951461009069439e-05,5.690266296973223e-07,1.8834575375773044e-05,-6.414485118774539e-07,2.9231633368875798e-05,-3.127947728706615e-05,-2.3364443627101202e-05,-0.0015519725592053057,-1.2507301669582036e-05,-0.41162701877366253,-20.8715807765244,-21.572122439776237,-0.09043708930667838,-4.199331890065557,-0.013735408016775998,-5.335518947576588e-06,-49.43408810382871,-38.96400074765018,1.141819117234901e-06,8.397110129555715e-05,1.7363945936331357e-09,0.41162168325471493,-28.562507327304306,-17.391878307873945,0.0904382311257956,4.199415861166853,0.013735409753170592,-10.897184320354679,0.23587138957787346,20.809376801964007
502,-5.5702656816063215e-08,0.7180514187338003,-0.03976889686549897,-3.1399072125427896,0.8943533758893958,0.0016778939177604353,-1.443624642717639e-07,1.4227742072686622e-07,-1.6286005890056576e-07,2.9417258242248135e-05,-5.897525700324785e-06,1.8782461618816452e-05,6.824629536274054e-07,-3.2441127209570375e-05,2.001251833375073e-05,2.4484737262458946e-05,0.0017493335675189403,1.3499081749366107e-05,-0.41385909782590696,-20.871569297648513,-21.572178977327635,-0.09090193022708598,-4.199338009602236,-0.013795223269652341,5.681070492967368e-06,-49.434175240379254,-38.963962546063286,1.839614464678898e-06,0.00012275904516176193,1.7695292360013286e-09,0.41386477889639994,-28.56260594273074,-17.39178356873565,0.09090376984155066,4.199460768647398,0.013795225039181578,-10.897443754960676,0.237155166780191,20.809538028809826
503,-5.6292318768695086e-08,0.7180514187634088,-0.03976889719664299,-3.139907089545798,0.8943533816867465,0.0016779724123762386,-1.415188686316497e-07,7.106057353656325e-09,-7.947456584327106e-08,2.9519277980841714e-05,1.3913641643374663e-06,1.8838707792772144e-05,-6.619695743154992e-08,3.7371926320250992e-06,9.68134319087599e-06,-8.013265826491969e-07,-0.00021524015289431375,-1.5708687776667778e-08,-0.4160484165207499,-20.871490413588077,-21.571862561701856,-0.09136468176270018,-4.199255498432238,-0.013854788890122371,-5.395446368999208e-07,-49.43396029827342,-38.9638035376444,1.479166459403827e-06,0.0001001465839821373,1.779626387648634e-09,0.416047876976113,-28.562469884685342,-17.391940975942546,0.09136616092915958,4.19935564501622,0.013854790669748759,-10.89703470870898,0.23840483482351615,20.809292417181926
504,-5.688312997406015e-08,0.7180514188578992,-0.03976889735970814,-3.139906966562718,0.894353383747289,0.0016780509067193215,-1.417946892876145e-07,2.2677693320427572e-08,-3.913563588128777e-08,2.9515939120080676e-05,4.945301939444924e-07,1.8838642339906408e-05,-4.824229244408065e-07,2.1646285240928265e-05,-2.1381763476852056e-05,-1.7307577421796835e-05,-0.0011538702059932238,-9.190371483487917e-06,-0.41828815010742876,-20.87136554798417,-21.57186946553901,-0.09182979210222196,-4.199284203581488,-0.013914632695183863,-4.009979574936204e-06,-49.43406913845778,-38.96396317408041,1.2508822609029932e-06,8.87327833773377e-05,1.7449776449838099e-09,0.4182841401278538,-28.56270359047361,-17.392093708541402,0.09183104298448286,4.199372936364865,0.013914634440161508,-10.897103829144365,0.23968472045162414,20.80945360739208
505,-5.748231657741897e-08,0.7180514193281932,-0.03976889789398446,-3.139906843880117,0.8943533657753626,0.001678129241507344,-1.4380478480611786e-07,1.1287054849096201e-07,-1.28226317034838e-07,2.9443824214156522e-05,-4.313262331027273e-06,1.8800349125391875e-05,5.244752494133391e-07,-2.4518514933347113e-05,1.7423151012774252e-05,1.91797643257633e-05,0.001315477790594377,1.0681894055554323e-05,-0.42051776182996625,-20.871434991968858,-21.571970445032647,-0.09229452497383728,-4.199276736029253,-0.0139744700925226,4.3678986566539445e-06,-49.4341309818491,-38.96393083778694,1.7841474361129662e-06,0.00011775570583267102,1.7716704683193646e-09,0.4205221297286229,-28.562695989880243,-17.391960392754292,0.09229630912127339,4.199394491735085,0.013974471864193068,-10.897284454906838,0.2409655942874558,20.809521852783284
506,-5.8072397707697705e-08,0.7180514193728185,-0.03976889812577552,-3.139906720864534,0.8943533706415924,0.0016782077617449162,-1.4161947126689562e-07,1.0710069602015704e-08,-5.562985448161195e-08,2.9523739898847203e-05,1.1678951297826312e-06,1.8844857017290018e-05,-3.8344771541188627e-07,1.7454362262192546e-05,-1.0981581777674831e-05,-1.309625793930575e-05,-0.0009356381980477058,-6.8248224197254214e-06,-0.4227172878566352,-20.87138398700404,-21.571753449716383,-0.09275779835516408,-4.199214307392692,-0.014034123892120096,-3.1828797396640373e-06,-49.43401768147898,-38.96389701168862,1.3253278022387008e-06,9.146031582092922e-05,1.758045579047179e-09,0.42271410497689554,-28.562633694474936,-17.39214356197224,0.09275912368296632,4.1993057677085135,0.014034125650165674,-10.896931602554373,0.2422203080024552,20.80934141011749
507,-5.866913591636901e-08,0.7180514197204709,-0.039768898548219044,-3.139906598076317,0.8943533592641033,0.001678286163495988,-1.432171700811118e-07,8.343657902781798e-08,-1.0138644522192375e-07,2.946917215743343e-05,-2.7305973620828095e-06,1.881642025720783e-05,3.6598404243521897e-07,-1.6851481180468753e-05,1.5133476206352636e-05,1.383522944797068e-05,0.0008967044827426496,7.828413675669329e-06,-0.4249555601959399,-20.871305974591777,-21.57178913384046,-0.09322290580084348,-4.19923583482473,-0.014093995680172009,3.050954978059922e-06,-49.43408632403946,-38.96389812903753,1.7210061173397493e-06,0.00011293195458831534,1.7736485589788788e-09,0.42495861115091793,-28.562780349447685,-17.39210899519707,0.09322462680696082,4.199348766779319,0.014093997453820568,-10.897164069628527,0.2435048843718377,20.80951920242178
